;artist;genre
988;Andres Calamaro;['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'rock en espanol']
989;Dijous Paella;['rock catala', 'rumba catalana']
990;Astarte;['black metal', 'melodic black metal', 'symphonic black metal']
991;Bitter End;['hardcore', 'straight edge']
992;Sukshinder Shinda;['bhangra', 'desi', 'desi hip hop', 'indian folk', 'indian pop', 'punjabi', 'sufi']
993;Rebecca Lynn Howard;['contemporary country', 'country', 'country dawn']
994;Perrocker;['commons']
995;Harald Kloser;['classic soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music']
996;Petrol;['uk diy punk']
997;Fenton Robinson;['blues', 'electric blues', 'louisiana blues', 'swamp blues']
998;Los Solitarios;['bolero', 'grupera', 'mexican rock-and-roll', 'ranchera']
999;Ned Miller;['country gospel', 'nashville sound']
1000;Bob Margolin;['electric blues', 'modern blues']
1001;VHS Or Beta;['dance-punk', 'louisville indie']
1002;Angelica Maria;['mexican rock-and-roll']
1003;Chris Farlowe;['british blues', 'british invasion', 'merseybeat']
1004;Plaza;['trap soul']
1005;The Aftermath;['brutal deathcore']
1006;Christina Aguilera;['dance pop', 'pop', 'post-teen pop', 'r&b']
1007;James Hunter;['british blues', 'funk', 'soul']
1008;Timbalada;['axe', 'forro', 'pagode']
1009;Douglas Miller;['gospel']
1010;Big Daddy Kane;['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip house', 'old school hip hop', 'rap']
1011;Lionel Rogg;['classical organ']
1012;Ann Hampton Callaway;['cabaret', 'vocal jazz']
1013;Daniel Johnston;['alternative rock', 'anti-folk', 'freak folk', 'indie folk', 'indie rock', 'lo-fi', 'melancholia', 'neo-psychedelic', 'new weird america', 'noise pop', 'outsider', 'slow core']
1014;James Horner;['scorecore', 'soundtrack']
1015;The Dells;['chicago soul', 'classic soul', 'disco', 'doo-wop', 'funk', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']
1016;Danny Elfman;['hollywood', 'scorecore', 'soundtrack']
1017;W.A.S.P.;['album rock', 'glam metal', 'hard rock', 'metal', 'power metal', 'rock', 'speed metal', 'thrash metal']
1018;Perpetual Loop;['ambient psychill', 'psychill']
1019;unloco;['alternative metal', 'industrial metal', 'nu metal', 'rap metal', 'rap rock']
1020;Savage Garden;['australian pop', 'boy band', 'dance pop', 'europop', 'pop rock']
1021;The Motors;['pub rock']
1022;Emperor;['dark jazz', 'drone', 'experimental rock', 'freak folk', 'instrumental post-rock', 'lo-fi', 'post-rock']
1023;Yndio;['grupera', 'mexican rock-and-roll']
1024;Jimmy Wayne;['contemporary country', 'country', 'country road']
1025;Terry Riley;['acousmatic', 'american contemporary classical', 'avant-garde', 'compositional ambient', 'contemporary classical', 'drone', 'experimental', 'fourth world', 'free improvisation', 'microtonal', 'minimal', 'tzadik']
1026;Egberto Gismonti;['bossa nova', 'brazilian composition', 'choro', 'jazz fusion', 'latin classical']
1027;Big Rich;['contemporary country', 'country', 'country road', 'modern country rock']
1028;Rolfe Kent;['british soundtrack', 'soundtrack']
1029;Panic At The Disco;['emo', 'modern rock', 'pop punk', 'vegas indie']
1030;Judy Mowatt;['lovers rock', 'reggae', 'rock steady', 'roots reggae']
1031;Charanga Forever;['cuban rumba', 'timba']
1032;Brian Dullaghan;['irish country', 'irish folk']
1033;Nerf Herder;['pop punk', 'power-pop punk', 'skate punk']
1034;(hed) p.e.;['alternative metal', 'groove metal', 'industrial metal', 'nu metal', 'rap metal', 'rap rock']
1035;The Tragically Hip;['canadian indie', 'canadian rock', 'deep new americana']
1036;David Benoit;['jazz funk', 'smooth jazz']
1037;Indigenous;['blues-rock', 'modern blues']
1038;Assassin;['chillhop', 'jazz boom bap', 'lo-fi beats']
1039;Joe Lynn Turner;['glam metal', 'hard rock', 'melodic hard rock']
1040;El Presidente;['champeta', 'pop reggaeton']
1041;James Taylor;['adult standards', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']
1042;The Distillers;['garage rock', 'punk', 'skate punk']
1043;Daniel Kobialka;['healing', 'new age']
1044;Los Brujos;['duranguense']
1045;George Dalaras;['entehno', 'laiko', 'rebetiko']
1046;Patience Dabany;['azontobeats', 'coupe decale', 'makossa', 'soukous', 'zouglou']
1047;Joe Lopez;['tejano']
1048;SNAP!;['diva house', 'eurodance', 'europop', 'german techno', 'hip house']
1049;Vivian;['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']
1050;Xzibit;['detroit hip hop', 'dirty south rap', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'west coast rap']
1051;Mississippi Fred McDowell;['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues', 'traditional folk']
1052;X-Static;['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']
1053;Jane Winther;['healing', 'kirtan', 'meditation', 'new tribe']
1054;Kartik Seshadri;['hindustani classical', 'indian classical', 'sitar']
1055;Leigh Jones;['neo soul']
1056;Wyclef Jean;['pop rap']
1057;Donna The Buffalo;['jam band', 'progressive bluegrass']
1058;Lara Fabian;['french pop', 'operatic pop']
1059;BoDeans;['roots rock']
1060;Kokane;['g funk', 'gangster rap', 'hyphy', 'west coast rap', 'west coast trap']
1061;Sick On The Bus;['uk diy punk']
1062;Sister Rosetta Tharpe;['blues', 'gospel blues', 'rhythm and blues', 'traditional blues']
1063;Back Door Slam;['british blues', 'modern blues']
1064;Deekline & Wizard;['breakbeat', 'nu skool breaks']
1065;Lonestar;['contemporary country', 'country', 'country road']
1066;John P. Kee;['gospel']
1067;Unearth;['death core', 'groove metal', 'melodic death metal', 'melodic metalcore', 'metalcore', 'nu metal']
1068;April Wine;['album rock', 'canadian indie', 'classic canadian rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']
1069;Guns N' Roses;['glam metal', 'hard rock', 'rock']
1070;Angels;['emo', 'modern rock', 'pop rock']
1071;Frank Vignola;['gypsy jazz', 'jazz guitar']
1072;Ulytau;['central asian folk', 'oriental metal']
1073;Ross;['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
1074;Jesse Malin;['alternative country', 'roots rock']
1075;Pinch;['emo rap', 'rap', 'underground hip hop', 'vapor trap']
1076;Ron Goodwin;['classic soundtrack', 'light music']
1077;At The Gates;['black metal', 'death metal', 'groove metal', 'melodic death metal', 'metal', 'speed metal', 'swedish death metal', 'swedish metal', 'technical death metal']
1078;L.a. Dream Team;['electro', 'old school hip hop']
1079;Remmy Ongala;['soukous']
1080;Dealership;['alternative pop']
1081;Roy Drusky;['country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']
1082;Dave Alvin;['alternative country', 'country rock', 'folk', 'heartland rock', 'modern blues', 'new americana', 'outlaw country', 'pub rock', 'roots rock', 'texas country', 'traditional folk']
1083;John Holt;['dancehall', 'dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'ska']
1084;Nana Caymmi;['bossa nova', 'forro', 'mpb', 'samba', 'velha guarda']
1085;Willie Bobo;['boogaloo', 'jazz funk', 'latin jazz', 'soul jazz']
1086;John Mayall & The Bluesbreakers;['blues', 'blues-rock', 'british blues', 'british invasion', 'classic rock', 'electric blues', 'folk rock', 'modern blues', 'psychedelic rock', 'traditional blues']
1087;Willie Clancy;['irish folk', 'uilleann pipes']
1088;Simon & Garfunkel;['folk', 'folk rock', 'folk-pop', 'melancholia', 'mellow gold', 'rock']
1089;Terje Lie;['deep smooth jazz']
1090;Old Soul;['deep new americana', 'new americana']
1091;The Cannanes;['c86', 'twee pop']
1092;John And The Bluesbreakers Mayall;['blues', 'blues-rock', 'british blues', 'british invasion', 'classic rock', 'electric blues', 'folk rock', 'modern blues', 'psychedelic rock', 'traditional blues']
1093;Nicole Mullen;['ccm', 'christian alternative rock', 'christian music', 'worship']
1094;Set Your Goals;['alternative emo', 'anthem emo', 'easycore', 'emo', 'melodic hardcore', 'pop punk']
1095;Jennifer Brown;['swedish folk pop']
1096;Anna Vissi;['entehno', 'laiko']
1097;Paul Carrack;['adult standards', 'mellow gold', 'new wave pop', 'soft rock']
1098;Mt. Wilson Repeater;['jangle rock']
1099;Sierra Maestra;['cuban rumba', 'latin jazz', 'mambo']
1100;Les Bantous De La Capitale;['makossa', 'soukous']
1101;Curtis;['chicago soul', 'classic soul', 'deep funk', 'funk', 'soul']
1102;Sandy Lam;['c-pop', 'cantopop', 'classic cantopop', 'classic mandopop', 'mandopop', 'vintage chinese pop']
1103;The Clancy Brothers;['celtic', 'irish folk']
1104;Goldfish;['downtempo', 'electro swing', 'nu jazz', 'tropical house']
1105;Frenchy;['dark cabaret', 'steampunk']
1106;King Diamond;['album rock', 'danish metal', 'death metal', 'groove metal', 'hard rock', 'metal', 'nwobhm', 'power metal', 'progressive metal', 'rock', 'speed metal', 'thrash metal']
1107;Ana Nikolic;['turbo folk']
1108;Moving Ninja;['dubstep']
1109;Whitesnake;['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']
1110;Vangelis;['cyberpunk', 'new age', 'soundtrack']
1111;Gaiteros de Pillopo;['classic venezuelan pop']
1112;La 5A Estacion;['latin', 'latin arena pop', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock', 'tropical']
1113;The Even Dozen Jug Band;['jug band']
1114;Pentangle;['british folk', 'folk', 'folk rock', 'psychedelic rock', 'traditional folk']
1115;The Jackson Southernaires;['praise']
1116;The Shirelles;['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']
1117;Ancient Astronauts;['acid jazz', 'ninja', 'nu jazz', 'trip hop', 'turntablism']
1118;Mills Brothers;['adult standards', 'big band', 'cabaret', 'christmas', 'lounge', 'swing', 'vocal harmony group', 'vocal jazz']
1119;Perrey And Kingsley;['exotica', 'lounge', 'vintage french electronic', 'zolo']
1120;Joe Grushecky;['heartland rock']
1121;Michael Gettel;['new age', 'new age piano']
1122;Beautiful Creatures;['glam metal', 'sleaze rock']
1123;Kassav';['zouk', 'zouk riddim']
1124;Samba Enredo;['samba-enredo']
1125;Peppermint Creeps;['sleaze rock']
1126;Killers;['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']
1127;The Presets;['alternative dance', 'aussietronica', 'australian dance', 'dance-punk', 'deep australian indie', 'electronic', 'electropop', 'indietronica', 'new rave']
1128;John Wesley;['jangle pop', 'power pop']
1129;Charley Pride;['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']
1130;A-Mei;['c-pop', 'mandopop']
1131;Schoolyard Heroes;['horror punk']
1132;James Carter;['deep tropical house', 'tropical pop edm']
1133;Fall Out Boy;['emo', 'modern rock', 'pop punk']
1134;Ill Nino;['alternative metal', 'groove metal', 'industrial metal', 'latin metal', 'melodic metalcore', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']
1135;Non Stop DJs;['ghettotech']
1136;Jean Segurel;['accordion']
1137;Roger McGuinn;['country rock', 'folk', 'folk rock', 'pub rock', 'roots rock', 'traditional folk']
1138;The Ataris;['emo', 'pop punk', 'punk', 'skate punk']
1139;Buckwheat Zydeco;['swamp pop', 'zydeco']
1140;Mario Piu';['hard house']
1141;Adalberto Santiago;['boogaloo', 'cuban rumba', 'latin jazz', 'mambo', 'salsa international', 'tropical']
1142;Erick Sermon;['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']
1143;Ol' Dirty Bastard;['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']
1144;Led Zeppelin;['album rock', 'classic rock', 'hard rock', 'rock']
1145;Bruce Springsteen;['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter', 'soft rock']
1146;Coph Nia;['dark ambient', 'martial industrial', 'neofolk']
1147;Urge Overkill;['alternative pop', 'alternative rock']
1148;Cindy Morgan;['deep christian rock']
1149;Danilo Perez;['contemporary jazz', 'jazz piano', 'latin jazz']
1150;Les Brown;['big band', 'motivation', 'swing']
1151;Temple Of The Dog;['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'post-grunge', 'rock']
1152;The Suicide Machines;['melodic hardcore', 'modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk']
1153;Stefon Harris;['contemporary jazz', 'contemporary post-bop', 'jazz vibraphone']
1154;Adam Ant;['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave']
1155;Suzi Quatro;['glam rock']
1156;Floyd Cramer;['christmas', 'easy listening', 'lounge', 'nashville sound']
1157;Bad Azz;['g funk', 'west coast rap']
1158;Baroness;['alternative metal', 'post-doom metal', 'post-metal', 'sludge metal', 'stoner metal', 'stoner rock']
1159;Oh No;['alternative hip hop', 'boom bap', 'turntablism', 'wonky']
1160;The Secret Life of Teenage Girls;['digital hardcore']
1161;Joe McBride;['smooth jazz']
1162;Defect & Quixotic;['scratch']
1163;Paquito Guzman;['boogaloo', 'mambo', 'salsa', 'salsa international', 'tropical']
1164;Junior Reid;['dancehall', 'dub', 'lovers rock', 'reggae', 'reggae fusion', 'roots reggae']
1165;The Rapture;['alternative dance', 'dance-punk', 'electroclash', 'garage rock', 'indie rock', 'indietronica', 'modern rock', 'new rave']
1166;Amy Winehouse;['neo soul']
1167;John Frizzell;['soundtrack']
1168;Lloyd Banks;['dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap music']
1169;Midge Ure;['dance rock', 'new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'synthpop']
1170;Gene Pitney;['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'folk rock', 'lounge', 'merseybeat', 'rock-and-roll', 'rockabilly']
1171;Bobbie Gentry;['nashville sound', 'traditional country']
1172;Tiny Bradshaw;['jump blues', 'rhythm and blues']
1173;Richard Walters;['indie anthem-folk']
1174;Al Rapone;['zydeco']
1175;Sofi Marinova;['chalga', 'eurovision']
1176;Willy DeVille;['native american']
1177;Gipsy Kings;['flamenco', 'rumba', 'world']
1178;Ed Calle;['jazz saxophone']
1179;Turibio Santos;['brazilian composition', 'choro']
1180;Onyx;['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']
1181;Demonbreed;['swedish death metal']
1182;Blingtones;['ringtone']
1183;"Bobby ""Blue"" Bland";['blues', 'classic soul', 'electric blues', 'rhythm and blues', 'soul', 'soul blues', 'southern soul', 'traditional blues']
1184;Nightwish;['finnish metal', 'gothic metal', 'gothic symphonic metal', 'power metal', 'progressive metal', 'symphonic metal']
1185;Naseebo Lal;['indian folk', 'pakistani pop', 'punjabi', 'qawwali', 'sufi']
1186;Jay & The Americans;['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll']
1187;Sex Pistols;['punk', 'rock']
1188;Jimmy Riley;['dancehall', 'lovers rock']
1189;All Time Low;['pop punk', 'post-teen pop']
1190;Marco Beltrami;['classic soundtrack', 'scorecore', 'soundtrack', 'video game music']
1191;L7;['alternative rock', 'grunge', 'riot grrrl']
1192;David Raksin;['classic soundtrack']
1193;Fastball;['pop rock', 'post-grunge']
1194;Crowbar;['alternative metal', 'doom metal', 'groove metal', 'rap metal', 'rap rock', 'sludge metal', 'stoner metal', 'stoner rock']
1195;Johnny Winter;['blues', 'blues-rock', 'classic rock', 'electric blues', 'hard rock', 'modern blues', 'rock', 'southern rock', 'texas blues', 'traditional blues']
1196;Roger Miller;['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'traditional folk', 'western swing']
1197;Talvin Singh;['world fusion']
1198;Josh White;['jawaiian', 'polynesian pop']
1199;Christie Hennessy;['irish country', 'irish folk']
1200;The Sonics;['classic garage rock', 'freakbeat', 'garage rock', 'protopunk', 'psychedelic rock', 'pub rock', 'punk', 'punk blues', 'surf music']
1201;Mr. Kilombo;['cantautor', 'spanish rock']
1202;Double Image;['mallet']
1203;Los Manolos;['flamenco', 'rumba', 'rumba catalana', 'spanish new wave', 'spanish pop']
1204;Crazy Horse;['folk rock', 'roots rock']
1205;Sui Generis;['argentine rock', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol']
1206;The Cliks;['toronto indie']
1207;Brooke Valentine;['hip pop', 'r&b', 'urban contemporary']
